,oceans_list
26857,Atlantic
26858,Atlantic
26859,Atlantic
26860,Atlantic
26861,Indian
26862,Pacific
26863,Pacific
26864,Atlantic
26865,Atlantic
26866,Atlantic
26867,Atlantic
26868,Atlantic
26869,Atlantic
26870,Atlantic
26871,Atlantic
26872,Pacific
26873,Pacific
26874,Atlantic
26875,Atlantic
26876,Atlantic
26877,Pacific
26878,Atlantic
26879,Atlantic
26880,Pacific
26881,Atlantic
26882,Pacific
26883,Pacific
26884,Pacific
26885,Pacific
26886,Pacific
26887,Pacific
26888,Atlantic
26889,Atlantic
26890,Pacific
26891,Pacific
26892,Pacific
26893,Pacific
26894,Pacific
26895,Pacific
26896,Pacific
26897,Pacific
26898,Pacific
26899,Pacific
26900,Pacific
26901,Atlantic
26902,Pacific
26903,Pacific
26904,Pacific
26905,Atlantic
26906,Pacific
26907,Pacific
26908,Pacific
26909,Atlantic
26910,Atlantic
26911,Atlantic
26912,Pacific
26913,Pacific
26914,Pacific
26915,Pacific
26916,Pacific
26917,Pacific
26918,Atlantic
26919,Pacific
26920,Pacific
26921,Pacific
26922,Pacific
26923,Pacific
26924,Pacific
26925,Pacific
26926,Pacific
26927,Pacific
26928,Pacific
26929,Pacific
26930,Pacific
26931,Pacific
26932,Atlantic
26933,Pacific
26934,Pacific
26935,Pacific
26936,Pacific
26937,Pacific
26938,Pacific
26939,Pacific
26940,Pacific
26941,Pacific
26942,Pacific
26943,Pacific
26944,Pacific
26945,Pacific
26946,Pacific
26947,Pacific
26948,Pacific
26949,Pacific
26950,Pacific
26951,Atlantic
26952,Atlantic
26953,Pacific
26954,Pacific
26955,Pacific
26956,Pacific
26957,Pacific
26958,Pacific
26959,Pacific
26960,Pacific
26961,Atlantic
26962,Pacific
26963,Pacific
26964,Pacific
26965,Pacific
26966,Pacific
26967,Atlantic
26968,Atlantic
26969,Atlantic
26970,Pacific
26971,Atlantic
26972,Atlantic
26973,Atlantic
26974,Atlantic
26975,Pacific
26976,Atlantic
26977,Atlantic
26978,Atlantic
26979,Atlantic
26980,Pacific
26981,Pacific
26982,Pacific
26983,Atlantic
26984,Pacific
26985,Pacific
26986,Pacific
26987,Pacific
26988,Pacific
26989,Pacific
26990,Pacific
26991,Pacific
26992,Pacific
26993,Pacific
26994,Pacific
26995,Pacific
26996,Atlantic
26997,Pacific
26998,Atlantic
26999,Pacific
27000,Pacific
27001,Pacific
27002,Pacific
27003,Pacific
27004,Pacific
27005,Pacific
27006,Pacific
27007,Pacific
27008,Pacific
27009,Pacific
27010,Atlantic
27011,Pacific
27012,Atlantic
27013,Atlantic
27014,Atlantic
27015,Atlantic
27016,Pacific
27017,Pacific
27018,Pacific
27019,Atlantic
27020,Pacific
27021,Atlantic
27022,Atlantic
27023,Pacific
27024,Pacific
27025,Atlantic
27026,Atlantic
27027,Atlantic
27028,Atlantic
27029,Atlantic
27030,Atlantic
27031,Pacific
27032,Pacific
27033,Pacific
27034,Pacific
27035,Pacific
27036,Pacific
27037,Pacific
27038,Pacific
27039,Pacific
27040,Pacific
27041,Atlantic
27042,Pacific
27043,Pacific
27044,Pacific
27045,Pacific
27046,Atlantic
27047,Pacific
27048,Pacific
27049,Pacific
27050,Pacific
27051,Pacific
27052,Pacific
27053,Pacific
27054,Pacific
27055,Pacific
27056,Pacific
27057,Pacific
27058,Pacific
27059,Atlantic
27060,Atlantic
27061,Pacific
27062,Pacific
27063,Atlantic
27064,Pacific
27065,Atlantic
27066,Atlantic
27067,Atlantic
27068,Pacific
27069,Pacific
27070,Pacific
27071,Pacific
27072,Atlantic
27073,Pacific
27074,Atlantic
27075,Atlantic
27076,Pacific
27077,Pacific
27078,Pacific
27079,Pacific
27080,Pacific
27081,Atlantic
27082,Atlantic
27083,Atlantic
27084,Atlantic
27085,Pacific
27086,False
27087,Pacific
27088,Pacific
27089,Pacific
27090,Pacific
27091,Atlantic
27092,Pacific
27093,Pacific
27094,Pacific
27095,Pacific
27096,Atlantic
27097,Atlantic
27098,Atlantic
27099,Atlantic
27100,Pacific
27101,Pacific
27102,Pacific
27103,Pacific
27104,Pacific
27105,Pacific
27106,Atlantic
27107,Pacific
27108,Pacific
27109,Pacific
27110,Pacific
27111,Pacific
27112,Pacific
27113,Pacific
27114,Pacific
27115,Pacific
27116,Pacific
27117,Pacific
27118,Pacific
27119,Atlantic
27120,Pacific
27121,Pacific
27122,Pacific
27123,Pacific
27124,Pacific
27125,Pacific
27126,Pacific
27127,Pacific
27128,Pacific
27129,Pacific
27130,Pacific
27131,Pacific
27132,Pacific
27133,Pacific
27134,Pacific
27135,Pacific
27136,Pacific
27137,Pacific
27138,Pacific
27139,Pacific
27140,Pacific
27141,Pacific
27142,Pacific
27143,Pacific
27144,Pacific
27145,Pacific
27146,Pacific
27147,Pacific
27148,Pacific
27149,Pacific
27150,Pacific
27151,Pacific
27152,Pacific
27153,Pacific
27154,Pacific
27155,Pacific
27156,Pacific
27157,Pacific
27158,Pacific
27159,Pacific
27160,Pacific
27161,Pacific
27162,Pacific
27163,Pacific
27164,Pacific
27165,Pacific
27166,Pacific
27167,Pacific
27168,Pacific
27169,Pacific
27170,Pacific
27171,Pacific
27172,Pacific
27173,Pacific
27174,Pacific
27175,Pacific
27176,Pacific
27177,Pacific
27178,Pacific
27179,Atlantic
27180,Pacific
27181,Atlantic
27182,Atlantic
27183,Pacific
27184,Indian
27185,Pacific
27186,Pacific
27187,Pacific
27188,Pacific
27189,Pacific
27190,Pacific
27191,Pacific
27192,Pacific
27193,Pacific
27194,Pacific
27195,Pacific
27196,Pacific
27197,Pacific
27198,Pacific
27199,Pacific
27200,Pacific
27201,Pacific
27202,Pacific
27203,Pacific
27204,Pacific
27205,Pacific
27206,Pacific
27207,Pacific
27208,Atlantic
27209,Pacific
27210,Pacific
27211,Pacific
27212,Pacific
27213,Pacific
27214,Pacific
27215,Pacific
27216,Pacific
27217,Pacific
27218,Pacific
27219,Pacific
27220,Atlantic
27221,Pacific
27222,Pacific
27223,Pacific
27224,Pacific
27225,Pacific
27226,Pacific
27227,Pacific
27228,Pacific
27229,Pacific
27230,Pacific
27231,Pacific
27232,Pacific
27233,Atlantic
27234,Atlantic
27235,Pacific
27236,Pacific
27237,Pacific
27238,Atlantic
27239,Pacific
27240,Pacific
27241,Pacific
27242,Pacific
27243,Pacific
27244,Pacific
27245,Atlantic
27246,Pacific
27247,Pacific
27248,Pacific
27249,Pacific
27250,Atlantic
27251,Pacific
27252,Pacific
27253,Atlantic
27254,Pacific
27255,Pacific
27256,Pacific
27257,Pacific
27258,Pacific
27259,Pacific
27260,Pacific
27261,Pacific
27262,Pacific
27263,Pacific
27264,Pacific
27265,Pacific
27266,Pacific
27267,Pacific
27268,Pacific
27269,Pacific
27270,Pacific
27271,Pacific
27272,Pacific
27273,Pacific
27274,Pacific
27275,Pacific
27276,Pacific
27277,Atlantic
27278,Pacific
27279,Pacific
27280,Pacific
27281,Pacific
27282,Pacific
27283,Pacific
27284,Pacific
27285,Pacific
27286,Pacific
27287,Pacific
27288,Pacific
27289,Pacific
27290,Pacific
27291,Pacific
27292,Pacific
27293,Pacific
27294,Pacific
27295,Atlantic
27296,Pacific
27297,Pacific
27298,Pacific
27299,Pacific
27300,Atlantic
27301,Pacific
27302,Pacific
27303,Atlantic
27304,Pacific
27305,Atlantic
27306,Pacific
27307,Pacific
27308,Pacific
27309,Pacific
27310,Atlantic
27311,Pacific
27312,Pacific
27313,Pacific
27314,Pacific
27315,Pacific
27316,Pacific
27317,Pacific
27318,Pacific
27319,Pacific
27320,Pacific
27321,Pacific
27322,Pacific
27323,Pacific
27324,Pacific
27325,Pacific
27326,Pacific
27327,Pacific
27328,Pacific
27329,Pacific
27330,Pacific
27331,Pacific
27332,Pacific
27333,Pacific
27334,Pacific
27335,Pacific
27336,Atlantic
27337,Pacific
27338,Pacific
27339,Pacific
27340,Pacific
27341,Pacific
27342,Pacific
27343,Pacific
27344,Pacific
27345,Pacific
27346,Pacific
27347,Pacific
27348,Pacific
27349,Pacific
27350,Pacific
27351,Pacific
27352,Pacific
27353,Pacific
27354,Pacific
27355,Pacific
27356,Pacific
27357,Pacific
27358,Pacific
27359,Atlantic
27360,Pacific
27361,Pacific
27362,Pacific
27363,Pacific
27364,Pacific
27365,Atlantic
27366,Atlantic
27367,Atlantic
27368,Pacific
27369,Pacific
27370,Pacific
27371,Pacific
27372,Pacific
27373,Pacific
27374,Pacific
27375,Pacific
27376,Pacific
27377,Pacific
27378,Pacific
27379,Pacific
27380,Pacific
27381,Pacific
27382,Pacific
27383,Atlantic
27384,Pacific
27385,Pacific
27386,Pacific
27387,Pacific
27388,Pacific
27389,Pacific
27390,False
27391,Pacific
27392,Pacific
27393,Pacific
27394,Pacific
27395,Pacific
27396,Pacific
27397,Pacific
27398,Pacific
27399,Pacific
27400,Pacific
27401,Atlantic
27402,Atlantic
27403,Atlantic
27404,Pacific
27405,Pacific
27406,Pacific
27407,Pacific
27408,Pacific
27409,Pacific
27410,Pacific
27411,Pacific
27412,Pacific
27413,Pacific
27414,Pacific
27415,Pacific
27416,Pacific
27417,Pacific
27418,Pacific
27419,Pacific
27420,Atlantic
27421,Pacific
27422,Pacific
27423,Pacific
27424,Pacific
27425,Atlantic
27426,Pacific
27427,Pacific
27428,Atlantic
27429,Pacific
27430,Atlantic
27431,Atlantic
27432,Atlantic
27433,Atlantic
27434,Atlantic
27435,Atlantic
27436,Pacific
27437,Pacific
27438,Pacific
27439,Pacific
27440,Pacific
27441,Atlantic
27442,Pacific
27443,Atlantic
27444,Atlantic
27445,Atlantic
27446,Atlantic
27447,Pacific
27448,Atlantic
27449,Pacific
27450,Pacific
27451,Atlantic
27452,Pacific
27453,Pacific
27454,Pacific
27455,Pacific
27456,Pacific
27457,Atlantic
27458,Pacific
27459,Pacific
27460,Pacific
27461,Pacific
27462,Pacific
27463,Pacific
27464,Pacific
27465,Pacific
27466,Pacific
27467,Atlantic
27468,Pacific
27469,Pacific
27470,Pacific
27471,Pacific
27472,Pacific
27473,Pacific
27474,Pacific
27475,Pacific
27476,Pacific
27477,Pacific
27478,Pacific
27479,Pacific
27480,Pacific
27481,Pacific
27482,Pacific
27483,Pacific
27484,Atlantic
27485,Pacific
27486,Pacific
27487,Atlantic
27488,Pacific
27489,Pacific
27490,Pacific
27491,Atlantic
27492,Atlantic
27493,Pacific
27494,Pacific
27495,Pacific
27496,Pacific
27497,Atlantic
27498,Pacific
27499,Pacific
27500,Atlantic
27501,Pacific
27502,Atlantic
27503,Pacific
27504,Pacific
27505,Atlantic
27506,Atlantic
27507,Pacific
27508,Atlantic
27509,Atlantic
27510,Pacific
27511,Pacific
27512,Atlantic
27513,Pacific
27514,Atlantic
27515,Pacific
27516,Pacific
27517,Pacific
27518,Pacific
27519,Pacific
27520,Pacific
27521,Pacific
27522,Atlantic
27523,Pacific
27524,Pacific
27525,Atlantic
27526,Atlantic
27527,Pacific
27528,Atlantic
27529,Pacific
27530,Atlantic
27531,Pacific
27532,Pacific
27533,Pacific
27534,Pacific
27535,Pacific
27536,Pacific
27537,Pacific
27538,Pacific
27539,Pacific
27540,Pacific
27541,Atlantic
27542,Pacific
27543,Atlantic
27544,Pacific
27545,Pacific
27546,Pacific
27547,Pacific
27548,Pacific
27549,Atlantic
27550,Atlantic
27551,Pacific
27552,Pacific
27553,Pacific
27554,Pacific
27555,Pacific
27556,Atlantic
27557,Pacific
27558,Pacific
27559,Indian
27560,Atlantic
27561,Pacific
27562,Pacific
27563,Pacific
27564,Pacific
27565,Pacific
27566,Pacific
27567,Pacific
27568,Pacific
27569,Atlantic
27570,Pacific
27571,Atlantic
27572,Atlantic
27573,Pacific
27574,Pacific
27575,Pacific
27576,Pacific
27577,Pacific
27578,Pacific
27579,Pacific
27580,Atlantic
27581,Atlantic
27582,Atlantic
27583,Pacific
27584,Pacific
27585,Pacific
27586,Atlantic
27587,Atlantic
27588,Pacific
27589,Atlantic
27590,Pacific
27591,Pacific
27592,Indian
27593,Pacific
27594,Pacific
27595,Atlantic
27596,Atlantic
27597,Pacific
27598,Pacific
27599,Pacific
27600,Pacific
27601,Atlantic
27602,Pacific
27603,Pacific
27604,Pacific
27605,Atlantic
27606,Atlantic
27607,Pacific
27608,Atlantic
27609,Pacific
27610,Pacific
27611,Pacific
27612,Pacific
27613,Pacific
27614,Pacific
27615,Pacific
27616,Pacific
27617,Atlantic
27618,Pacific
27619,Pacific
27620,Pacific
27621,Pacific
27622,Pacific
27623,Pacific
27624,Indian
27625,Pacific
27626,Pacific
27627,Pacific
27628,Atlantic
27629,Atlantic
27630,Atlantic
27631,Atlantic
27632,Pacific
27633,Pacific
27634,Pacific
27635,Pacific
27636,Pacific
27637,Pacific
27638,Atlantic
27639,Atlantic
27640,Pacific
27641,Pacific
27642,Pacific
27643,Pacific
27644,Pacific
27645,Atlantic
27646,Atlantic
27647,Atlantic
27648,Pacific
27649,Pacific
27650,Pacific
27651,Pacific
27652,Pacific
27653,Atlantic
27654,Atlantic
27655,Atlantic
27656,Pacific
27657,Pacific
27658,Pacific
27659,Pacific
27660,Atlantic
27661,Pacific
27662,Atlantic
27663,Pacific
27664,Pacific
27665,Atlantic
27666,Pacific
27667,Pacific
27668,Pacific
27669,Atlantic
27670,Pacific
27671,Pacific
27672,Pacific
27673,Pacific
27674,Pacific
27675,Pacific
27676,Pacific
27677,Pacific
27678,Pacific
27679,Pacific
27680,Pacific
27681,Atlantic
27682,Pacific
27683,Pacific
27684,Atlantic
27685,Pacific
27686,Atlantic
27687,Atlantic
27688,Pacific
27689,Pacific
27690,Pacific
27691,Atlantic
27692,Pacific
27693,Pacific
27694,Pacific
27695,Pacific
27696,Pacific
27697,Pacific
27698,Pacific
27699,Atlantic
27700,Pacific
27701,Pacific
27702,Pacific
27703,Pacific
27704,Pacific
27705,Pacific
27706,Pacific
27707,Pacific
27708,Pacific
27709,Atlantic
27710,Pacific
27711,Pacific
27712,Pacific
27713,Pacific
27714,Pacific
27715,Atlantic
27716,Pacific
27717,Pacific
27718,Pacific
27719,Pacific
27720,Atlantic
27721,Pacific
27722,Pacific
27723,Pacific
27724,Pacific
27725,Pacific
27726,Pacific
27727,Atlantic
27728,Pacific
27729,Atlantic
27730,Pacific
27731,Pacific
27732,Atlantic
27733,Atlantic
27734,Pacific
27735,Pacific
27736,Pacific
27737,Pacific
27738,Pacific
27739,Pacific
27740,Pacific
27741,Atlantic
27742,Pacific
27743,Pacific
27744,Pacific
27745,Atlantic
27746,Pacific
27747,Pacific
27748,Pacific
27749,Atlantic
27750,Pacific
27751,Pacific
27752,Pacific
27753,Pacific
27754,Pacific
27755,Atlantic
27756,Pacific
27757,Pacific
27758,Atlantic
27759,Pacific
27760,Pacific
27761,Pacific
27762,Pacific
27763,Pacific
27764,Atlantic
27765,Atlantic
27766,Pacific
27767,Pacific
27768,Pacific
27769,Pacific
27770,Atlantic
27771,Pacific
27772,Pacific
27773,Pacific
27774,Pacific
27775,Pacific
27776,Pacific
27777,Atlantic
27778,Atlantic
27779,Pacific
27780,Pacific
27781,Pacific
27782,Pacific
27783,Atlantic
27784,Pacific
27785,Pacific
27786,Pacific
27787,Pacific
27788,Pacific
27789,Pacific
27790,Pacific
27791,Atlantic
27792,Pacific
27793,Pacific
27794,Pacific
27795,Atlantic
27796,Pacific
27797,Pacific
27798,Pacific
27799,Pacific
27800,Atlantic
27801,Pacific
27802,Pacific
27803,Pacific
27804,Atlantic
27805,Pacific
27806,Pacific
27807,Pacific
27808,Pacific
27809,Pacific
27810,Pacific
27811,Pacific
27812,Pacific
27813,Atlantic
27814,Pacific
27815,Pacific
27816,Pacific
27817,Pacific
27818,Pacific
27819,Atlantic
27820,Pacific
27821,Pacific
27822,Atlantic
27823,Atlantic
27824,Pacific
27825,Pacific
27826,Atlantic
27827,Pacific
27828,Pacific
27829,Pacific
27830,Pacific
27831,Pacific
27832,Atlantic
27833,Pacific
27834,Pacific
27835,Pacific
27836,Pacific
27837,Pacific
27838,Pacific
27839,Pacific
27840,Pacific
27841,Atlantic
27842,Atlantic
27843,Pacific
27844,Pacific
27845,Pacific
27846,Atlantic
27847,Atlantic
27848,Pacific
27849,Atlantic
27850,Pacific
27851,Pacific
27852,Pacific
27853,Pacific
27854,Pacific
27855,Pacific
27856,Pacific
27857,Pacific
27858,Pacific
27859,Pacific
27860,Pacific
27861,Pacific
27862,Pacific
27863,Pacific
27864,Pacific
27865,Pacific
27866,Pacific
27867,Pacific
27868,Pacific
27869,Pacific
27870,Pacific
27871,Pacific
27872,Pacific
27873,Atlantic
27874,Pacific
27875,Atlantic
27876,Pacific
27877,Pacific
27878,Pacific
27879,Pacific
27880,Pacific
27881,Atlantic
27882,Pacific
27883,Pacific
27884,Pacific
27885,Atlantic
27886,Pacific
27887,Pacific
27888,Atlantic
27889,Pacific
27890,Pacific
27891,Pacific
27892,Pacific
27893,Pacific
27894,False
27895,Pacific
27896,Pacific
27897,Pacific
27898,Atlantic
27899,Pacific
27900,Pacific
27901,Pacific
27902,Pacific
27903,Pacific
27904,Pacific
27905,Pacific
27906,Atlantic
27907,Pacific
27908,Pacific
27909,Pacific
27910,Pacific
27911,Atlantic
27912,Pacific
27913,Atlantic
27914,Atlantic
27915,Atlantic
27916,Pacific
27917,Pacific
27918,Pacific
27919,Pacific
27920,Atlantic
27921,Atlantic
27922,Atlantic
27923,Pacific
27924,Pacific
27925,Pacific
27926,Pacific
27927,Pacific
27928,Pacific
27929,Pacific
27930,Atlantic
27931,Pacific
27932,Pacific
27933,Pacific
27934,Pacific
27935,Pacific
27936,Atlantic
27937,Atlantic
27938,Atlantic
27939,Pacific
27940,Pacific
27941,Pacific
27942,Pacific
27943,Atlantic
27944,Pacific
27945,Pacific
27946,Pacific
27947,Pacific
27948,Pacific
27949,Atlantic
27950,Atlantic
27951,Atlantic
27952,Pacific
27953,Pacific
27954,Pacific
27955,Pacific
27956,Pacific
27957,Pacific
27958,Pacific
27959,Pacific
27960,Atlantic
27961,Atlantic
27962,Atlantic
27963,Pacific
27964,Pacific
27965,Atlantic
27966,Pacific
27967,Pacific
27968,Pacific
27969,Pacific
27970,Pacific
27971,Pacific
27972,Atlantic
27973,Pacific
27974,Atlantic
27975,Pacific
27976,Pacific
27977,Pacific
27978,Atlantic
27979,Pacific
27980,Pacific
27981,Pacific
27982,Pacific
27983,Pacific
27984,Pacific
27985,Pacific
27986,Pacific
27987,Pacific
27988,Pacific
27989,Pacific
27990,Pacific
27991,Pacific
27992,Pacific
27993,Pacific
27994,Pacific
27995,Pacific
27996,Pacific
27997,Pacific
27998,Pacific
27999,Pacific
28000,Pacific
28001,Pacific
28002,Pacific
28003,Pacific
28004,Pacific
28005,Atlantic
28006,Pacific
28007,Pacific
28008,Atlantic
28009,Pacific
28010,Pacific
28011,Atlantic
28012,Pacific
28013,Pacific
28014,Atlantic
28015,Pacific
28016,Pacific
28017,Atlantic
28018,Atlantic
28019,Pacific
28020,Pacific
28021,Pacific
28022,Pacific
28023,Pacific
28024,Atlantic
28025,Pacific
28026,Pacific
28027,Pacific
28028,Pacific
28029,Pacific
28030,Atlantic
28031,Pacific
28032,Pacific
28033,Pacific
28034,Pacific
28035,Atlantic
28036,Pacific
28037,Pacific
28038,Atlantic
28039,Atlantic
28040,Pacific
28041,Pacific
28042,Pacific
28043,Atlantic
28044,Pacific
28045,Pacific
28046,Atlantic
28047,Pacific
28048,Pacific
28049,Atlantic
28050,Pacific
28051,Pacific
28052,Pacific
28053,Pacific
28054,Pacific
28055,Pacific
28056,Pacific
28057,Pacific
28058,Atlantic
28059,Pacific
28060,Pacific
28061,Pacific
28062,Pacific
28063,Pacific
28064,Pacific
28065,Atlantic
28066,Pacific
28067,Atlantic
28068,Atlantic
28069,Pacific
28070,Pacific
28071,Pacific
28072,Atlantic
28073,Pacific
28074,Pacific
28075,Pacific
28076,Atlantic
28077,Pacific
28078,Pacific
28079,Atlantic
28080,Pacific
28081,Pacific
28082,Pacific
28083,Pacific
28084,Pacific
28085,Pacific
28086,Pacific
28087,Pacific
28088,Atlantic
28089,Pacific
28090,Pacific
28091,Atlantic
28092,Pacific
28093,Pacific
28094,Pacific
28095,Pacific
28096,Atlantic
28097,Pacific
28098,Pacific
28099,Pacific
28100,Pacific
28101,Pacific
28102,Pacific
28103,Pacific
28104,Pacific
28105,Atlantic
28106,Pacific
28107,Atlantic
28108,Atlantic
28109,Atlantic
28110,Atlantic
28111,Atlantic
28112,Atlantic
28113,Atlantic
28114,Atlantic
28115,Atlantic
28116,Indian
28117,Indian
28118,Indian
28119,Atlantic
28120,Atlantic
28121,Atlantic
28122,Atlantic
28123,Atlantic
28124,Atlantic
28125,Atlantic
28126,Atlantic
28127,Atlantic
28128,Atlantic
28129,Atlantic
28130,Pacific
28131,Atlantic
28132,Atlantic
28133,Atlantic
28134,Atlantic
28135,Atlantic
28136,Atlantic
28137,Atlantic
28138,Atlantic
28139,Atlantic
28140,Atlantic
28141,Atlantic
28142,Atlantic
28143,Atlantic
28144,Atlantic
28145,Atlantic
28146,Atlantic
28147,Indian
28148,Indian
28149,Atlantic
28150,Atlantic
28151,Atlantic
28152,Atlantic
28153,Atlantic
28154,Atlantic
28155,Atlantic
28156,Atlantic
28157,Atlantic
28158,Atlantic
28159,Atlantic
28160,Atlantic
28161,Atlantic
28162,Atlantic
28163,Atlantic
28164,Atlantic
28165,Atlantic
28166,Atlantic
28167,Atlantic
28168,Atlantic
28169,Atlantic
28170,Atlantic
28171,Atlantic
28172,Atlantic
28173,Atlantic
28174,Atlantic
28175,Atlantic
28176,Atlantic
28177,Atlantic
28178,Atlantic
28179,Atlantic
28180,Atlantic
28181,Atlantic
28182,Atlantic
28183,Atlantic
28184,Atlantic
28185,Atlantic
28186,Atlantic
28187,Atlantic
28188,Atlantic
28189,Indian
28190,Pacific
28191,Atlantic
28192,Atlantic
28193,Atlantic
28194,Atlantic
28195,Atlantic
28196,Atlantic
28197,Atlantic
28198,Atlantic
28199,Atlantic
28200,Atlantic
28201,Atlantic
28202,Atlantic
28203,Atlantic
28204,Atlantic
28205,Atlantic
28206,Atlantic
28207,Atlantic
28208,Atlantic
28209,Atlantic
28210,Atlantic
28211,Atlantic
28212,Pacific
28213,False
28214,False
28215,False
28216,Pacific
28217,Pacific
28218,Pacific
28219,Pacific
28220,Pacific
28221,Pacific
28222,Pacific
28223,Pacific
28224,Pacific
28225,Pacific
28226,Pacific
28227,Pacific
28228,Pacific
28229,Pacific
28230,Pacific
28231,Atlantic
28232,Pacific
28233,Pacific
28234,Pacific
28235,Pacific
28236,Pacific
28237,Pacific
28238,Pacific
28239,Pacific
28240,Pacific
28241,Pacific
28242,Pacific
28243,Pacific
28244,Pacific
28245,Pacific
28246,Pacific
28247,Pacific
28248,Pacific
28249,Pacific
28250,Pacific
28251,Atlantic
28252,Pacific
28253,Pacific
28254,Atlantic
28255,Atlantic
28256,Atlantic
28257,Atlantic
28258,Atlantic
28259,Atlantic
28260,False
28261,False
28262,Pacific
28263,False
28264,False
28265,Pacific
28266,Pacific
28267,False
28268,False
28269,Pacific
28270,Pacific
28271,Pacific
28272,Atlantic
28273,Atlantic
28274,Atlantic
28275,False
28276,False
28277,False
28278,False
28279,False
28280,False
28281,False
28282,False
28283,False
28284,False
28285,False
28286,False
28287,False
28288,False
28289,False
28290,False
28291,False
28292,False
28293,False
28294,False
28295,Pacific
28296,False
28297,False
28298,False
28299,False
28300,False
28301,False
28302,False
28303,False
28304,False
28305,Pacific
28306,False
28307,False
28308,False
28309,False
28310,False
28311,False
28312,False
28313,False
28314,False
28315,False
28316,False
28317,False
28318,False
28319,False
28320,False
28321,False
28322,False
28323,False
28324,False
28325,False
